Temperature_C,Humidity,Soil_Moisture,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Soil_pH,Irrigation_Need
14.11,67.0,10.84,1378.57,7.04,7.25,5.59,Low
16.14,70.52,59.49,1215.23,10.48,4.55,6.84,Low
34.91,48.93,27.27,425.86,4.93,13.91,6.8,Low
40.76,84.24,34.99,104.39,5.58,13.58,6.08,Medium
29.57,82.83,57.25,410.59,6.24,19.36,7.75,Low
32.06,46.08,17.81,1611.12,5.68,0.68,7.93,Medium
39.73,39.66,11.63,657.85,10.93,16.54,8.09,High
19.43,83.22,12.33,1980.69,6.59,4.4,6.58,Medium
27.38,26.4,8.63,260.98,6.43,19.59,7.98,High
12.16,80.82,42.8,541.8,4.6,2.86,5.3,Low
30.1,25.95,21.89,1789.45,9.03,9.51,5.05,Medium
20.76,90.47,27.73,996.72,6.53,8.82,6.24,Low
37.21,50.0,33.99,1237.99,7.71,9.33,8.02,Low
17.93,84.79,39.58,1486.68,7.18,9.84,5.8,Low
33.57,60.81,31.4,2003.96,6.41,19.76,4.9,Low
20.28,93.5,36.93,1711.26,7.31,14.49,5.48,Low
37.15,31.64,64.34,2263.74,7.49,11.7,6.99,Medium
12.96,25.34,59.11,1401.81,10.98,4.02,4.83,Low
28.73,59.56,20.15,1773.63,4.01,9.03,6.35,Low
20.08,63.65,55.41,740.81,7.79,18.73,5.13,Low
29.97,78.18,16.31,2325.04,8.89,5.94,7.1,Low
35.76,38.47,21.56,647.35,8.89,5.55,5.61,Low
26.4,65.93,57.13,1219.14,9.27,17.0,7.33,Medium
29.73,26.19,25.56,401.01,9.59,13.98,7.48,Low
29.35,81.9,32.27,1063.64,9.44,16.52,5.9,Low
17.75,30.11,38.12,2239.72,4.4,13.51,6.49,Low
24.97,39.73,41.93,2190.81,8.38,13.21,7.23,Low
28.51,92.68,21.95,589.84,10.89,16.36,8.07,Low
35.77,75.17,46.46,1036.23,6.94,11.22,7.33,Low
27.2,66.84,28.24,1309.23,5.2,2.6,5.8,Low
30.19,69.19,52.2,1947.09,7.37,11.89,6.3,Medium
32.74,67.91,59.58,1560.45,6.79,13.15,5.31,Low
19.59,43.47,59.18,300.2,4.69,10.82,7.74,Low
25.36,37.34,55.95,1183.09,10.01,14.62,5.62,Low
13.03,85.79,12.69,2165.24,9.53,5.34,6.56,Low
12.35,61.72,12.5,2311.38,4.82,7.8,7.59,Low
36.39,35.51,43.48,615.1,5.85,16.09,5.12,Low
36.21,79.44,43.07,2119.03,10.68,5.78,6.73,Low
30.51,79.82,62.99,2403.53,9.87,10.84,6.36,Low
34.47,46.33,25.31,2302.3,6.67,3.3,8.02,Medium
33.41,76.14,46.91,896.7,4.14,9.46,6.89,Low
19.95,52.8,11.67,326.0,10.55,11.49,5.35,Medium
20.27,72.63,37.9,8.27,5.37,19.9,8.12,Medium
13.07,38.47,52.41,386.13,9.34,6.09,5.09,Low
13.04,43.23,36.89,1843.23,7.16,14.13,5.86,Low
37.58,57.45,28.82,982.4,8.23,15.54,5.41,Medium
28.73,55.28,56.15,2440.34,8.42,16.17,5.89,Low
34.86,82.75,37.13,1614.44,4.54,14.89,5.53,Medium
18.87,31.57,23.92,1229.76,10.27,7.14,7.83,Low
22.4,70.74,34.01,459.75,6.71,17.32,5.06,Low
26.94,44.9,59.04,1973.67,9.2,11.46,7.18,Low
20.57,76.84,13.48,187.59,10.85,8.98,6.27,Medium
37.83,25.24,11.55,1367.83,6.69,13.54,7.53,High
20.1,53.27,17.04,1002.58,10.73,2.14,5.45,Low
37.4,36.69,8.4,2155.46,8.29,18.59,7.34,Medium
31.49,77.85,8.23,791.02,5.34,9.93,7.43,Medium
38.54,38.41,39.8,2144.5,8.86,4.66,6.64,Low
29.26,35.23,56.44,1159.29,6.38,2.23,5.39,Low
19.46,74.16,11.57,864.74,7.46,18.54,7.35,Medium
30.65,37.53,50.0,82.9,6.96,16.95,5.49,Medium
37.55,87.15,47.41,996.02,8.07,15.87,5.35,Medium
34.58,61.35,12.16,383.15,5.51,19.53,6.81,High
12.35,93.49,44.61,208.1,8.15,9.64,7.89,Low
18.2,60.53,21.52,825.42,10.73,12.76,7.59,Medium
13.03,74.45,59.46,2232.38,9.3,12.3,6.23,Medium
27.93,28.88,52.58,1151.5,10.62,11.78,5.5,Low
28.16,63.52,62.24,781.1,9.07,14.93,6.32,Medium
19.06,41.15,28.28,2151.03,8.46,3.59,6.99,Low
16.34,93.85,56.61,1895.29,8.93,13.44,7.77,Medium
27.99,64.68,62.24,2003.78,8.21,8.95,6.78,Low
37.19,84.61,27.72,2086.33,9.34,5.71,6.53,Low
23.4,93.59,42.96,349.07,10.44,1.87,6.36,Low
20.07,83.17,21.88,1278.22,7.97,17.11,5.16,Medium
17.48,38.77,63.44,395.98,6.41,6.31,5.33,Low
40.3,93.17,29.36,2003.03,9.86,9.23,6.4,Medium
17.3,57.78,60.57,694.19,10.56,8.07,6.53,Low
13.97,89.62,57.47,1798.84,9.13,8.4,6.45,Low
25.82,46.64,55.85,811.66,6.07,4.66,7.12,Low
38.47,89.85,40.42,2336.83,5.07,19.65,6.55,Low
36.16,31.11,43.84,1523.54,7.83,6.73,7.43,Low
23.43,84.3,54.74,908.8,5.74,1.25,5.6,Low
14.19,36.95,27.94,1917.02,8.72,1.27,7.25,Low
14.8,40.71,46.06,668.33,8.46,15.17,6.5,Low
18.67,75.39,15.0,1901.26,10.92,12.88,6.68,Medium
24.68,73.1,16.3,986.67,6.81,9.95,6.3,Low
19.34,86.64,35.29,2098.22,6.1,5.5,5.68,Low
34.11,70.51,10.7,1292.18,4.52,18.18,5.51,High
15.29,66.14,9.44,928.82,10.79,10.04,6.81,Medium
31.67,88.49,23.89,2034.3,7.0,8.65,5.12,Medium
24.65,76.25,34.94,483.3,4.89,9.62,6.56,Low
22.37,88.13,45.33,1153.23,10.27,4.32,6.01,Low
40.52,78.47,10.32,1629.17,5.13,12.48,5.79,Medium
34.86,28.58,37.46,1602.88,9.53,15.5,5.43,Medium
31.83,25.99,13.31,603.11,8.64,1.3,7.16,Medium
24.96,62.15,41.47,139.26,6.46,2.53,5.63,Low
15.33,92.41,36.29,1800.03,5.26,9.83,6.45,Low
27.99,47.09,40.75,438.38,8.55,1.75,6.33,Low
34.96,90.64,15.89,307.46,10.24,2.38,7.48,Low
14.04,28.91,52.38,1143.61,6.5,19.53,5.23,Low
22.61,51.99,59.84,310.34,8.14,19.05,5.18,Low
35.67,57.9,30.93,124.46,10.52,6.67,6.17,Medium
20.62,64.13,19.01,899.96,10.97,8.93,5.83,Medium
17.88,54.99,26.44,547.32,9.47,13.96,8.12,Low
16.33,55.38,50.81,1358.76,4.17,6.9,6.47,Low
32.92,57.28,29.1,2160.29,7.2,8.35,7.11,Low
39.1,26.39,23.69,1956.16,7.46,17.68,7.49,Medium
26.48,36.05,36.83,2284.88,5.84,1.18,5.32,Low
39.31,50.01,62.4,1443.9,4.19,8.24,7.89,Low
35.54,26.6,51.47,1688.03,10.22,11.03,6.81,Low
36.35,58.88,10.26,446.48,10.82,1.52,5.77,Medium
38.97,54.12,52.46,1585.16,6.98,5.06,6.94,Low
35.72,43.66,23.59,1168.11,10.44,1.28,5.85,Medium
41.7,92.76,30.42,871.22,9.08,8.93,7.05,Medium
29.85,33.11,18.55,351.93,9.87,2.88,5.9,Medium
27.11,69.66,35.26,757.73,10.44,9.46,7.29,Low
36.89,43.52,56.57,307.64,4.64,16.13,5.11,Low
32.85,72.98,63.96,1666.58,7.83,11.99,5.55,Low
28.19,27.32,48.72,1747.09,5.49,11.87,5.46,Medium
36.41,79.34,8.37,2431.12,4.49,17.7,7.64,Medium
24.41,77.05,31.39,1831.58,9.51,7.36,5.14,Low
16.65,62.64,24.07,2018.61,5.3,17.65,4.91,Medium
12.91,46.87,18.4,1246.04,8.77,18.28,7.72,Medium
35.58,46.36,19.63,876.91,10.09,18.8,8.12,Medium
37.0,80.24,14.04,1115.96,7.73,11.64,6.16,Medium
33.29,69.6,63.54,1358.52,8.4,12.06,7.73,Low
28.97,89.81,25.27,198.1,10.26,17.84,7.03,Low
22.36,51.03,56.05,1741.83,7.03,1.64,5.09,Low
30.73,67.62,13.64,1281.35,7.49,13.86,6.78,Medium
15.99,92.32,11.86,242.04,9.07,0.83,7.84,Medium
28.64,42.93,41.5,546.0,4.86,19.77,6.7,Low
26.92,85.54,13.37,2259.73,5.12,13.07,7.47,Medium
25.15,52.75,21.19,829.79,4.02,13.53,6.03,Low
32.66,79.02,23.92,2319.43,5.32,12.42,7.03,High
39.34,80.72,33.03,340.62,8.11,3.87,6.51,Low
31.59,54.42,62.7,312.5,5.07,3.65,6.17,Medium
39.23,53.75,16.96,1170.26,6.32,14.55,7.09,High
14.44,68.55,16.88,144.62,4.14,14.2,5.23,High
37.58,85.09,30.87,1380.86,7.94,16.83,6.08,Medium
12.94,72.91,23.79,1533.97,6.4,18.89,5.56,Medium
24.07,31.54,35.18,1570.4,8.87,2.25,5.15,Low
36.16,76.81,50.97,1231.81,9.38,7.33,7.62,Low
28.78,53.08,29.08,1859.83,8.55,6.71,7.05,Low
29.48,25.93,31.02,2022.4,5.76,18.93,5.16,Medium
22.74,49.34,12.34,652.4,5.19,7.88,6.62,Low
30.75,80.58,29.43,1250.81,9.71,0.63,5.04,Medium
35.94,87.83,27.77,2467.04,4.3,11.88,5.15,Medium
17.78,66.34,58.73,995.13,9.77,9.85,5.34,Low
40.95,86.12,41.78,1271.98,10.17,19.22,7.21,Medium
34.18,70.8,26.16,972.86,8.19,18.79,5.59,Medium
21.01,71.86,46.9,1996.79,7.08,19.45,5.44,Low
21.53,44.62,54.47,1310.16,5.29,4.74,6.69,Low
35.74,72.64,10.56,753.04,4.59,2.35,7.39,Medium
15.53,64.23,17.09,1502.85,6.03,6.18,7.42,Low
33.77,46.1,17.56,2403.34,8.44,19.76,7.35,High
24.77,46.61,60.22,465.33,9.29,13.26,5.48,Low
28.8,86.7,24.03,2052.54,4.58,12.06,6.4,Medium
22.09,32.25,40.63,1689.86,9.75,6.39,5.06,Low
23.85,50.14,49.3,1703.37,10.48,15.74,6.17,Low
20.12,45.59,57.1,2113.36,10.96,14.03,8.1,Low
12.66,47.29,56.07,1587.86,5.92,1.29,4.83,Low
35.03,83.86,15.66,1880.59,4.1,15.55,6.04,Medium
30.42,27.01,17.15,221.1,7.76,5.82,7.29,High
18.93,35.92,49.97,1012.07,7.27,16.7,6.82,Low
24.5,48.93,48.69,348.22,11.0,16.37,7.22,Low
27.61,52.2,26.67,1075.12,7.41,19.66,7.01,Low
32.15,49.38,16.22,1013.08,8.53,14.58,6.24,Medium
19.21,47.62,45.75,662.73,8.56,2.04,7.28,Low
19.2,42.24,9.96,815.48,8.74,10.93,6.24,Medium
22.63,53.3,18.46,625.4,4.13,11.66,5.74,Medium
36.33,82.3,26.3,1794.57,4.06,17.09,6.62,Low
12.9,36.84,19.61,705.69,9.57,4.66,5.67,Medium
27.1,84.47,23.81,2494.51,4.11,0.62,7.25,Low
28.15,81.69,39.54,2281.68,5.86,3.22,7.3,Low
28.54,89.62,30.2,1487.7,7.67,18.73,6.63,Low
19.58,72.63,60.52,1109.43,7.3,6.65,5.79,Low
15.76,80.39,51.2,93.61,11.0,18.02,5.08,Medium
29.8,64.29,21.7,569.56,6.41,2.43,5.16,Medium
23.37,27.95,31.34,900.02,10.29,15.35,7.3,Low
15.74,94.46,56.73,186.25,7.82,15.71,5.08,Medium
27.81,52.23,28.3,2474.24,10.26,10.8,8.0,Low
13.69,38.07,46.27,830.54,4.45,16.86,4.84,Low
18.89,66.88,41.7,1075.52,4.5,5.21,5.97,Low
37.89,36.24,64.88,760.59,6.45,9.94,7.25,Low
31.39,87.29,64.66,478.44,5.89,17.83,7.88,Low
35.33,66.66,56.22,344.71,6.13,2.47,5.65,Low
38.6,59.08,19.66,538.41,4.68,9.11,6.68,Medium
38.46,48.5,49.37,302.64,5.34,14.74,6.68,Low
41.12,65.06,38.13,209.7,9.48,19.51,6.23,Medium
37.94,75.68,36.48,398.16,9.07,8.93,5.57,Medium
34.4,79.94,35.5,2451.68,4.21,14.43,6.22,Medium
16.96,54.74,54.1,1423.31,9.16,10.7,7.84,Low
14.88,72.75,38.31,353.03,5.49,8.23,6.04,Low
32.05,45.92,21.36,695.4,5.65,6.6,5.5,Medium
29.56,40.76,64.25,1563.9,5.51,8.65,7.03,Low
40.82,53.68,8.03,596.25,9.18,10.66,5.46,Medium
18.29,50.24,16.92,1254.53,8.73,10.49,6.01,Medium
33.73,83.93,35.47,264.14,6.94,1.84,6.17,Low
21.44,66.75,20.02,1643.09,9.52,11.73,6.0,Medium
26.76,93.24,64.53,1940.54,8.49,15.12,5.28,Low
17.65,85.12,44.55,2211.74,4.93,7.81,6.97,Low
25.36,69.7,40.02,743.46,5.56,4.49,6.91,Low
36.73,75.17,57.91,985.66,4.34,9.45,7.38,Low
12.11,64.4,64.17,23.71,10.25,9.25,7.14,Medium
36.41,89.05,13.66,692.5,10.74,14.76,5.8,High
35.56,48.1,25.63,611.1,5.71,8.69,6.21,Low
33.01,81.75,58.23,1014.88,9.8,8.37,6.68,Medium
30.64,49.56,8.32,423.28,6.86,1.05,7.54,Medium
24.07,32.99,25.33,264.79,5.21,18.5,8.19,Medium
19.18,29.53,22.87,503.35,4.23,6.71,6.39,Medium
38.45,52.31,63.69,2084.92,7.26,9.17,7.16,Low
35.62,62.5,14.79,1216.18,6.68,8.31,5.62,Low
18.13,40.47,38.49,1317.97,5.32,4.96,7.62,Low
39.59,63.97,33.85,1521.78,6.95,13.63,7.7,Low
32.27,42.47,30.76,375.67,8.51,14.39,5.53,Low
20.1,75.72,11.95,336.96,9.21,12.21,6.52,Medium
27.38,54.05,17.44,1245.23,7.92,11.37,6.56,Medium
40.17,71.18,55.51,1180.09,6.92,1.59,6.6,Low
22.15,45.61,63.71,729.32,5.92,15.17,6.63,Low
27.93,74.88,47.0,1476.92,4.36,7.21,5.46,Low
26.93,44.92,53.41,2018.56,8.83,8.96,4.84,Low
17.07,60.54,64.0,139.31,6.11,17.01,6.62,Medium
24.96,66.16,22.76,2229.81,9.64,5.32,5.95,Low
27.22,54.43,23.37,877.15,8.73,16.19,6.75,Medium
30.61,54.89,17.09,884.86,10.82,6.82,7.09,Medium
31.0,84.31,49.47,2154.16,6.13,14.94,7.27,Medium
12.83,57.8,48.43,9.59,5.26,11.18,5.56,Medium
28.79,56.35,44.49,400.2,10.75,8.39,5.06,Low
23.8,39.43,59.22,1744.75,5.92,7.6,7.49,Low
40.45,51.87,48.67,1898.31,4.03,1.69,7.42,Low
28.69,29.87,22.19,1406.5,5.36,4.52,5.01,Medium
30.83,67.33,52.42,2316.63,8.11,5.88,5.8,Low
31.54,47.67,17.02,167.46,10.77,15.43,6.92,High
31.67,73.67,51.83,2423.07,6.99,6.83,6.45,Low
39.71,69.68,50.94,1308.64,6.27,3.47,7.15,Low
19.47,52.09,24.54,750.03,10.92,0.77,6.62,Medium
22.59,42.51,15.47,1248.42,4.8,17.56,5.32,Low
26.89,81.39,36.03,463.66,10.45,12.97,5.09,Low
17.11,89.15,27.44,2056.56,10.18,2.31,7.19,Low
38.77,52.39,64.46,331.87,10.98,5.16,5.24,Low
18.13,78.09,11.04,1665.79,8.99,9.38,5.61,Low
19.68,78.69,16.22,1671.25,8.43,15.1,6.49,Medium
13.38,49.53,40.4,2224.52,5.11,5.04,5.34,Low
15.46,53.14,14.39,799.21,9.62,3.25,7.38,Medium
35.89,37.86,62.45,250.48,5.31,10.98,7.16,Medium
38.14,81.76,51.64,812.38,5.08,6.44,6.27,Low
41.71,30.43,54.94,979.09,7.62,1.42,7.95,Medium
28.88,71.47,10.65,2301.25,10.69,6.37,8.18,Medium
29.42,55.12,58.4,246.29,10.45,5.87,7.59,Low
35.21,71.51,44.14,715.74,5.25,9.88,6.2,Low
40.96,90.55,40.98,2322.59,4.26,15.83,7.16,Medium
24.34,32.59,26.71,2040.6,4.77,9.88,5.41,Low
31.81,93.14,51.23,752.67,8.63,18.75,7.82,Low
24.23,68.54,38.24,306.19,8.74,6.03,7.12,Low
41.31,55.6,63.56,590.51,7.71,5.59,7.64,Low
18.78,64.08,52.05,2309.87,5.19,1.64,7.32,Low
13.92,29.45,63.9,1482.07,7.11,16.08,5.24,Low
22.67,53.64,9.75,1049.91,7.73,2.58,7.16,Low
32.36,57.02,25.65,1751.83,9.83,10.71,6.78,Low
29.76,45.81,25.75,1730.35,10.41,17.29,6.92,Low
19.84,81.64,43.16,733.33,6.35,1.1,8.13,Low
41.65,31.65,27.94,977.55,7.54,13.29,5.19,Low
22.47,61.08,53.5,2206.01,10.34,1.21,5.43,Low
32.04,43.48,18.16,810.54,7.09,9.78,5.45,Medium
24.42,48.36,45.27,810.97,6.59,7.96,6.89,Low
19.6,30.06,58.38,1317.26,5.88,12.63,6.66,Medium
24.65,29.4,16.93,2298.38,7.43,15.18,6.29,Medium
13.42,94.57,30.73,715.73,7.1,10.17,5.75,Low
16.75,61.45,40.68,740.08,4.85,13.34,7.81,Low
24.59,79.77,46.61,951.2,8.42,11.51,7.79,Medium
31.23,33.0,64.33,8.68,10.49,6.78,5.93,Medium
33.07,66.25,40.37,1507.54,4.41,8.49,5.05,Low
36.79,48.94,39.47,886.42,10.58,6.49,5.65,Low
16.92,61.75,64.72,993.4,6.12,19.47,4.98,Low
21.08,51.7,32.26,423.61,9.82,1.15,8.17,Low
18.75,82.45,64.78,235.34,10.64,3.04,6.34,Medium
13.88,56.88,42.78,841.58,5.05,15.8,7.62,Low
19.38,79.25,47.61,818.58,8.78,3.54,7.72,Low
27.4,44.75,41.39,257.35,8.23,11.85,7.76,Medium
37.08,55.42,44.0,1456.34,9.49,8.78,7.94,Low
28.02,56.68,24.36,1802.77,4.67,17.4,5.79,Medium
40.43,39.18,16.49,2362.92,4.5,2.14,5.25,Medium
35.92,64.58,43.23,20.08,10.81,2.21,6.95,Medium
27.36,37.83,48.92,886.48,7.35,3.92,7.96,Low
30.37,39.41,21.4,1820.03,6.52,1.06,6.42,Medium
15.36,36.56,45.42,1465.7,9.44,15.99,6.53,Low
30.78,32.66,32.57,924.63,9.9,16.04,7.92,Low
32.92,91.58,8.39,1491.64,9.78,10.21,6.93,Medium
41.03,33.69,62.59,973.52,6.69,13.1,6.53,Low
19.0,66.58,33.83,1128.16,5.36,4.13,6.89,Low
30.62,76.98,12.37,83.53,4.22,19.12,5.24,Medium
13.22,34.32,41.88,111.4,10.66,14.14,6.9,Low
20.05,27.42,20.4,844.17,6.34,12.13,7.86,Medium
17.91,89.19,23.57,1955.66,6.95,11.1,5.17,Medium
36.17,40.23,36.58,2134.91,4.73,11.17,6.84,Low
37.85,61.72,57.14,1754.86,7.25,19.63,7.23,Medium
31.74,86.15,20.57,2348.42,5.48,16.55,7.82,Medium
27.17,26.91,43.0,140.68,7.36,13.17,7.99,Medium
33.9,57.94,42.09,2197.77,10.77,9.12,5.23,Low
12.09,34.53,63.27,2379.18,5.04,14.69,6.42,Low
26.85,85.29,55.26,1547.62,4.35,2.46,5.55,Low
23.14,60.78,45.67,799.92,8.18,9.98,6.14,Low
40.07,45.59,20.54,2065.09,7.67,7.02,5.35,Medium
12.64,29.2,28.89,105.23,6.35,5.99,7.51,Medium
17.29,54.49,35.55,628.25,7.21,4.32,8.13,Low
22.65,41.39,13.44,1946.38,9.45,17.5,5.75,Medium
33.61,62.44,13.71,695.66,5.96,4.4,6.52,Medium
14.05,77.89,59.85,869.41,7.86,15.48,7.07,Medium
17.62,47.75,61.78,660.78,7.11,8.54,5.22,Low
37.45,51.32,64.5,2278.58,9.5,4.05,5.26,Medium
17.99,80.87,64.87,691.6,8.24,7.95,5.4,Low
25.85,52.66,48.39,501.1,7.95,1.44,5.52,Low
21.39,54.4,22.17,603.53,7.87,11.53,7.86,Medium
34.41,53.97,57.73,2086.06,4.23,16.16,6.14,Low
23.11,38.76,50.87,2490.62,7.28,5.83,6.53,Low
39.8,45.7,49.84,1819.58,10.88,14.36,7.34,Low
29.9,54.56,30.65,587.11,7.49,5.74,5.39,Low
15.38,61.7,39.63,436.11,9.38,3.53,6.88,Low
22.09,33.4,15.03,2330.03,4.43,6.94,7.79,Low
17.66,44.09,14.08,2436.48,9.05,9.81,6.36,Medium
33.58,51.62,11.07,1833.59,6.78,2.03,4.85,Medium
32.31,56.81,42.72,58.98,4.95,4.92,6.99,Medium
17.54,33.49,61.34,892.97,9.34,13.49,7.58,Low
38.33,74.43,37.99,1387.02,10.4,8.95,6.72,Low
21.73,82.4,46.74,2150.64,5.41,12.2,7.69,Low
30.15,61.05,16.88,1347.07,7.92,2.0,7.24,Medium
17.2,52.53,43.86,1005.26,10.45,5.35,7.74,Low
33.34,33.9,30.9,411.56,6.83,12.55,6.43,Low
20.6,76.53,63.85,1925.3,10.3,14.04,7.82,Low
28.21,25.0,30.46,1565.27,7.58,6.29,5.85,Low
16.53,44.18,58.5,1787.77,8.81,5.62,6.72,Low
23.81,73.42,39.05,1940.56,7.92,10.3,5.21,Medium
29.82,53.28,53.1,593.45,4.47,17.22,7.03,Low
37.72,61.99,48.12,608.17,8.12,14.4,8.12,Medium
27.22,67.23,61.53,2045.32,4.23,1.15,7.07,Low
29.53,36.56,22.31,1479.55,9.0,13.43,5.73,Medium
21.38,36.28,46.68,1806.42,5.35,16.31,5.44,Low
27.24,85.86,19.65,377.31,6.36,3.39,6.45,Low
16.91,76.72,27.48,389.94,8.17,11.53,6.8,Low
22.46,80.82,52.37,1182.14,10.02,16.49,8.04,Low
33.27,44.54,55.99,1880.94,6.97,6.96,7.11,Medium
12.71,35.33,42.07,1922.28,7.89,11.06,5.38,Low
12.36,77.98,22.48,1017.22,7.6,9.92,6.52,Low
31.08,36.31,63.22,2111.95,7.15,1.02,8.04,Low
15.74,45.3,21.22,2409.39,8.0,18.25,6.73,Medium
12.34,67.51,25.71,1639.81,6.33,8.01,7.83,Low
18.56,69.14,51.82,357.75,4.92,11.67,5.28,Low
23.06,86.92,17.78,820.44,4.95,10.76,7.02,Medium
12.49,25.35,42.85,339.56,6.18,16.35,6.37,Low
25.49,50.21,10.86,1100.96,10.51,16.34,6.75,Medium
31.69,28.84,35.04,1842.37,10.85,1.18,5.14,Low
34.46,84.22,60.08,362.12,10.98,10.23,7.82,Medium
13.07,52.18,29.3,1300.58,10.5,18.18,7.8,Low
23.77,36.62,52.51,691.78,10.99,3.71,4.83,Low
32.41,45.72,31.62,2458.55,7.42,13.33,7.07,Medium
30.86,83.53,64.54,1888.86,5.73,16.65,6.7,Low
34.8,36.76,49.11,965.67,10.04,16.53,6.27,Low
18.97,42.66,59.22,890.23,4.44,4.51,5.05,Low
13.74,95.0,50.24,595.55,4.03,18.98,7.51,Low
41.64,50.85,17.54,1287.7,8.98,6.27,4.82,Medium
30.86,68.9,36.73,813.93,10.22,9.89,5.41,Low
40.41,62.42,39.5,2389.33,8.23,6.95,6.73,Low
14.01,58.45,15.43,2099.24,10.26,10.27,5.87,Low
25.9,53.75,11.36,1275.71,7.71,19.82,7.46,Medium
35.42,85.54,61.41,1695.07,10.66,6.9,7.04,Low
33.6,94.54,28.01,527.69,8.64,12.12,7.37,Medium
17.06,71.25,46.35,1924.47,5.51,4.38,7.79,Low
12.39,67.28,30.43,1411.97,10.81,6.87,6.4,Low
14.6,71.58,64.04,367.24,9.6,4.03,6.21,Low
30.64,37.29,21.51,225.09,8.36,19.16,7.99,High
22.49,60.94,25.51,1652.69,10.75,15.26,8.19,Low
33.11,77.44,18.33,2376.96,6.9,6.81,6.34,Medium
17.5,64.01,14.07,698.03,8.93,4.23,5.61,Low
22.98,27.54,35.94,1826.75,7.86,18.16,6.33,Medium
13.5,39.44,21.71,2340.86,4.76,17.34,6.65,Low
18.07,31.49,15.12,1170.81,10.5,10.13,6.89,Medium
39.3,62.13,53.19,1732.22,8.25,1.7,5.53,Low
33.61,26.31,15.03,775.55,6.84,19.77,7.21,Medium
26.87,77.76,9.0,1402.0,4.13,2.14,4.84,Medium
39.58,61.12,64.82,262.32,7.07,8.34,7.05,Medium
38.97,73.04,54.49,2371.29,7.93,8.89,5.22,Low
28.98,26.1,49.33,1624.58,9.43,8.96,6.66,Low
39.47,39.89,61.98,1695.87,10.1,9.0,6.49,Low
27.45,30.16,27.84,2254.27,6.38,6.1,7.99,Low
38.61,38.87,46.94,993.86,8.63,1.03,7.05,Low
40.3,26.93,37.81,769.67,5.13,11.06,5.81,Medium
17.1,33.6,8.82,1970.56,5.13,7.09,7.68,Medium
29.5,73.53,44.53,1266.54,6.6,9.25,4.87,Low
20.02,44.33,19.62,1035.49,4.31,8.86,7.96,Medium
20.34,53.75,44.94,2373.12,5.32,10.13,7.31,Medium
14.77,73.15,50.64,1823.56,4.62,18.21,6.21,Low
19.94,85.65,20.17,2234.03,8.31,15.9,6.86,Medium
32.66,72.86,43.4,2442.68,5.76,17.88,6.14,Low
28.33,60.08,8.26,2141.91,6.09,2.41,7.64,Medium
15.71,54.31,60.34,1770.85,9.11,18.02,6.71,Low
33.0,60.17,45.23,2312.12,9.28,9.49,6.11,Low
29.64,90.15,51.46,1536.36,5.47,11.76,6.25,Medium
39.78,56.74,38.75,1497.54,7.86,3.54,6.87,Low
21.35,72.75,63.23,2048.55,7.63,4.45,6.3,Low
25.67,49.15,22.36,191.62,10.0,18.1,5.12,Medium
40.23,30.99,36.42,481.17,4.44,7.43,5.33,Medium
32.68,79.45,49.75,1967.27,4.66,9.11,6.39,Medium
19.88,49.91,50.73,1173.85,5.86,1.0,7.97,Low
40.07,81.92,25.58,1721.35,10.54,6.84,8.14,Medium
25.01,27.91,20.71,1040.37,7.74,9.65,7.77,Low
15.13,68.56,50.78,803.69,6.22,17.39,6.8,Low
40.04,62.25,11.12,601.58,7.81,4.01,7.26,Medium
37.97,83.06,20.65,323.54,6.17,13.01,5.34,High
32.97,34.31,45.17,952.73,5.06,9.37,6.3,Low
35.74,54.14,58.23,1568.65,10.12,17.44,6.59,Low
22.12,41.3,59.34,1791.36,4.19,9.89,7.22,Low
26.19,62.63,34.88,382.5,8.14,1.63,6.83,Low
22.01,79.41,16.86,1855.85,10.19,14.31,5.96,Medium
29.97,51.29,18.95,839.19,10.56,5.45,6.94,Low
34.77,52.38,64.64,523.15,8.66,9.42,5.31,Low
12.59,46.8,16.87,1067.91,4.03,4.29,6.79,Low
12.34,44.71,38.28,845.84,9.69,19.85,7.4,Low
23.69,41.21,51.28,43.57,10.11,17.71,5.81,Medium
39.24,49.5,27.77,1952.36,9.1,11.33,5.26,Medium
33.34,46.18,64.21,2349.7,6.12,17.07,6.78,Medium
30.44,26.22,39.46,2135.95,9.99,20.0,8.03,Low
28.76,56.97,17.07,1921.52,8.05,5.1,6.76,Medium
34.63,85.31,48.44,88.66,6.23,2.12,7.36,Medium
39.73,54.6,45.76,2016.54,10.57,3.23,6.33,Medium
14.7,62.24,10.59,565.52,4.8,15.97,5.01,Medium
17.31,91.36,45.72,1529.32,6.73,7.54,5.6,Low
12.13,32.72,27.9,1796.85,9.57,13.67,7.0,Medium
12.57,63.56,56.27,466.78,5.45,3.79,6.1,Low
37.99,41.19,27.49,1093.35,5.68,7.15,5.59,Low
31.11,25.9,12.93,56.77,8.25,7.16,7.44,High
14.53,76.67,18.52,720.99,9.56,1.4,5.88,Low
15.91,65.57,8.17,872.65,6.03,9.31,7.27,Medium
41.61,43.8,38.9,643.43,5.79,13.19,5.89,Medium
29.48,90.18,16.5,675.22,10.94,15.31,6.53,Low
36.95,32.51,50.17,724.98,4.7,11.02,7.12,Medium
30.94,67.11,8.62,2027.57,4.71,13.17,5.69,High
23.75,86.89,22.75,1893.36,8.1,5.07,5.21,Medium
